2620504.715169413,3723996.4668898364,2794817.3951489115,3307387.424243995,2555007.7552992925,3399265.3029048257,2950372.649695261,3394518.5845791046,2715974.231966798,3794182.085592292
3723996.4668898364,3950700.608482742,3699869.225154063,4039256.266179944,3450401.9755219836,4211260.067053107,3685541.2697230335,4230380.636911618,3488933.0266412767,4134837.4235683074
2794817.3951489115,3699869.225154063,2447704.4497725964,2939171.4112925185,2423655.565889837,2967059.1544970237,2685671.3634068407,3200034.1284076534,2813800.5955040213,3634856.0209069476
3307387.424243995,4039256.266179944,2939171.4112925185,3116492.8596291956,2889545.506989574,3262762.4004225656,3028643.0213729907,3546487.5944211013,3201994.933421135,3897529.1380929286
2555007.7552992925,3450401.9755219836,2423655.565889837,2889545.506989574,2180394.6574513316,2954997.99072002,2553896.0125723314,3041294.257711469,2543699.328956715,3441236.353241832
3399265.3029048257,4211260.067053107,2967059.1544970237,3262762.4004225656,2954997.99072002,3231133.3756919834,3100845.771072619,3611156.500204631,3386660.7376265116,4075331.483390584
2950372.649695261,3685541.2697230335,2685671.3634068407,3028643.0213729907,2553896.0125723314,3100845.771072619,2630248.4733046773,3341596.489398755,2873794.208692151,3648168.1312019816
3394518.5845791046,4230380.636911618,3200034.1284076534,3546487.5944211013,3041294.257711469,3611156.500204631,3341596.489398755,3441103.469730356,3386197.3488663733,4139446.2104022615
2715974.231966798,3488933.0266412767,2813800.5955040213,3201994.933421135,2543699.328956715,3386660.7376265116,2873794.208692151,3386197.3488663733,2440652.579242995,3541527.431616271
3794182.085592292,4134837.4235683074,3634856.0209069476,3897529.1380929286,3441236.353241832,4075331.483390584,3648168.1312019816,4139446.2104022615,3541527.431616271,4021096.509150729
