0.0,2834628.00557175,2576103.1637792774,3631064.639765667,4617184.2111755,3862095.5113194166,5981349.321063139,2767717.7890070835,894047.9791357222,2099876.0723363054
2834628.00557175,0.0,785415.5768433611,1056064.074989139,1306635.0121575834,1478849.174592,1418938.3780185555,903994.1658119999,1699025.0404913612,902491.965020611
2576103.1637792774,785415.5768433611,0.0,267611.18973516667,361501.9656022778,492057.6714073056,834934.5224665834,174955.0682351389,2426476.0731500555,2006967.299943472
3631064.639765667,1056064.074989139,267611.18973516667,0.0,220704.25633955555,169893.7279879722,458995.36855975,355665.2126483611,3426995.128567444,2810544.4705951386
4617184.2111755,1306635.0121575834,361501.9656022778,220704.25633955555,0.0,381549.7581646944,212070.3161496389,468330.6940593611,4266792.828517667,3351612.0599229718
3862095.5113194166,1478849.174592,492057.6714073056,169893.7279879722,381549.7581646944,0.0,686546.5583883333,711782.5974769444,3600854.7205597498,3535316.641364889
5981349.321063139,1418938.3780185555,834934.5224665834,458995.36855975,212070.3161496389,686546.5583883333,0.0,900039.3191137222,5058899.664336917,3660490.6663697776
2767717.7890070835,903994.1658119999,174955.0682351389,355665.2126483611,468330.6940593611,711782.5974769444,900039.3191137222,0.0,2756490.096775028,1815309.183097
894047.9791357222,1699025.0404913612,2426476.0731500555,3426995.128567444,4266792.828517667,3600854.7205597498,5058899.664336917,2756490.096775028,0.0,1138364.4463589722
2099876.0723363054,902491.965020611,2006967.299943472,2810544.4705951386,3351612.0599229718,3535316.641364889,3660490.6663697776,1815309.183097,1138364.4463589722,0.0
